timestamp,status,source,row_count,file,error
2026-09-25T01:14:06.049378+00:00,SUCCESS,https://api.worldbank.org/v2/country/all/indicators/NY.GDP.MKTP.CD?format=json,17490,world_bank_gdp_data\raw\gdp\gdp.json,
